doc,sentence
47,"senior manager, customer data stewardstaples9,126 reviews-framingham, ma 01702staples9,126 reviewsread what people are saying about working here."
47,"descriptionthe marketing operations, customer data steward is a key leader within the marketing operations team and is responsible for defining the customer data management strategy for staples, and ensuring the execution of, initiatives related to all aspects of customer data management: define taxonomy, customer data cleanse, unification, governance, measurement and continuous improvement."
47,"this role is strategically focused on the governance and management of customer data across staples and requires providing solid support to the marketing leadership in driving alignment on common definitions, business rules and usage and thereby creating a culture of customer data stewardship at staples to drive incremental value to the customers through more effective and data driven modern marketing."
47,"primary responsibilities:customer data management strategydefine the strategic agenda for customer data managementestablish a clear and concise customer data management process at staples and align all stakeholders across different functions and departments at staplesdefine the data acquisition strategy to ensure that desired levels of depth, breadth and quality are achieved within defined timeframe."
47,"taxonomy development and implementationdefine an architecture to develop a common customer taxonomy and definitions including customer contacts, accounts and activities (engagement as well as transactions) data sets."
47,"align the architecture with all staples stakeholders (website ops, sales ops, it, product/merchandising etc.) and develop a modern, detailed and relevant customer data taxonomy defining all fields representing a customer’s demographic, firmographic information as well as all interactions/behaviors with staplesestablish business rules that dictate the ingestion, modification, storage and disposition of customer data sets meeting staples customer-centric growth objectivesclosely partner with the it department to align taxonomy to the current state of customer data with a clear visibility and target of future data statepartner with the it department to translate customer taxonomy into data models to deliver the single view of the customer and then coordinate the validation and uat of data transition from current databases to the future state customer data ware house."
47,"customer data management executionpartner with other functions (it in particular) to implement the customer data management process in its entirety including all phases: define, cleanse, unify, govern, measure and audit for continuous improvementestablish clear cadence for identification of data cleanse and quality improvement opportunities and coordinate the implementation with other functions (it in particular)prioritize initiatives and maintain a roadmap for customer data management improvementscreate the measurement plan for data management, including database readiness metrics and metrics that capture the impact of database readiness on downstream marketing processesestablish a customer data health dashboard to represent the true health of customer data at staples to show readiness as well as outputproactively communicate data management status, progress and successinnovation and changebe the change agent across staples to drive common understanding of customer taxonomy, definitions and business/access rules for customer data setsuse innovative data management concepts to minimize implementation timecommunication/interactions:work with internal & external customers / suppliers as well as third parties to develop and align on customer data management strategyestablish ongoing coordination with web, sales operations and it teams to ensure visibility into changes to data and architecture to ensure alignment toward pristine health of ready and active customer dataindependently manage the business needs for marketing agencies providing external data feeds, consulting partners providing industry benchmarks, best practices and case studies to solve complex data management issues."
47,"people leadershiplead a team of 2-4 customer data specialists or data stewards ensuring timely execution of customer data management prioritiesfully responsible for hiring, coaching, performance management and firing decisions for data specialist or data stewardsdevelop a dynamic staffing model to augment full time staff with needs-based availability of a contractor pool from which trained resources can be brought on board to contribute to specific data management projects to define needs, validate and test the implementation and train the marketing users on changeskey performance indicatorscustomer database quality (completeness, validity, freshness)number of accounts or contacts in databasenumber or percentage of database growth for target markets and personasimprovement in speed-to-market for marketing initiatives through less time and effort spent in customer segmentation, personalization and targetingdecrease in data management cost through elimination of manual processes for customer data clean upqualificationsbasic skills:b.s."
47,"/b.a. degree, ideally in computer science, marketing or business.10+ years of experience in marketing including minimum 3 years of experience with data management and reporting for data-driven marketing organizations."
47,"proven experience driving data quality initiatives, joining data from disparate systems and finding new ways to provide data consumers easy access to the information they needability to work with business owners and data consumers to de ne data and reporting requirementsability to work independently and influence other stakeholders to create alignment on complex topic with often opposite viewpointsability to provide a vision and act as an advocate for data managementmust have thorough understanding of current data cleansing, warehousing and unification strategies and tools to apply that knowledge in defining future state of customer data definitions and taxonomymust have solid multi-year experience effectively partnering with it organizations to ensure implementation of marketing/business needs within strict time constraintsproven experience leading teams tocreative problem solver with high attention to detail and must be comfortable working in cross-functional and heavily matrixed environmentmust be customer-centric in thinking with process-orientation and solid understanding of customer lifecycle to drive implementation of customer data strategy across the organizatioknowledge of these marketing tools and technologies are needed to be successful in this role:marketing and sales automation platformsbusiness intelligence toolsdata modeling and analytics toolscontent management/web content management/digital media and social media toolspreferred skills:mba strongly preferredstaples is an equal opportunity employer."
47,"all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, sexual orientation, age, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law."
47,staples is an equal opportunity employer.
47,"all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law."
47,staples - 6 days ago - save job - original jobapply nowapply on company sitesave this job
