doc,sentence
39,"data stewardnielsen1,969 reviews-oldsmar, flnielsen1,969 reviewsread what people are saying about working here."
39,"data steward - 23264data science - usa oldsmar, floridathe lead data steward within the data science watch product organization will be accountable for the data model in our new data warehouse, project managing and troubleshooting data related issues."
39,"the person will learn and become an expert with all of the data sources and the existing data model, and design a new enhanced data model for efficient extraction to be used in custom analytics."
39,the lead data steward will essentially be a single point of contact within our team and with other teams when it comes to the complexities of understanding the data and using it properly for analytics and for requesting additional data from other teams.
39,responsibilities:learn and become an expert in how big data flows through nielsen systems in order to create reliable data views that will feed into client inquiry processes.
39,consult with internal clients to provide subject matter expertise on television audience measurement data sourcesconsulting with team members to ensure accuracy during data integration pipeline development for custom analytics projectsensures data science services are delivered to the highest quality standards.
39,"build requirements for a new data model, gather feedback from teams and stakeholdersensure completeness, accuracy and integrity of data."
39,collaborate with others to define data model and develop related meta-data.
39,manages the inventory of data needs and outgoing data requestsset data standards and clearly define the range of acceptable values and attributes for data.
39,defines and executes data validation checksexpose clear and easy to use metadataprovide effective and accessible training and documentation on the use and appropriate handling of these data.
39,"learn and become an expert in tv nielsen knowledge, with a focus on the data model, weighting, computations, and enhanced methodologies."
39,work with cross-functional teams to implement and validate enhanced audience measurement methodologies.
39,work with appdev teams to validate production implementations of complex methodology and engineer our internal data model.
39,independently query data in the data lake using sparkindependently write custom python code.
39,"define data quality checks and analytics that can be executed by other team membersprovide mentorship, leadership and best practices in support of a team of 20+ data scientists and data engineersreview and improve existing data pipeline code and processes."
39,identify areas to optimize code and processesdetect and address quality escapes.
39,"pro-actively gather information, as needed, to work independently as well as in a team environment."
39,"key tasks include – but are not limited to – data integration, automation, examining large volumes of data, identifying trends and being able to explain said trends, building data model requirements, creatively identifying ways to work around gaps in our data model, problem solving, reporting, project management, data analysischampion and facilitate the appropriate use of the data that fall within their domain."
39,develop and promote data quality standards for data entry and reporting of these data.
39,build collaborative relationships with other data stewards and with users of the data they steward.
39,work with others to perform data stewardship tasks on behalf of the steward.
39,"qualifications:bachelor’s or master’s degree in computer science or a related field with outstanding analytical expertise.3 or more years of experience and demonstrated domain expertise with one or more of the following: data manipulation, data engineering, data integration, trend or pattern recognition, data aggregation, data fusion, process automation, operations management, project management, or quality assurancemust be proficient with python, spark, and sql."
39,excellent technical documentation skills are also expected.
39,"must have ability to autonomously manage simultaneous projects in a fast paced business environmentmust have experience working with big data, algorithms, and large-scale databases."
39,accuracy and attention to detail.
39,must have passion for data.
39,"ability to manipulate, analyze, interpret large data sources, and tell a story from data through analysesmust have strong and clear verbal and written communication skills."
39,must have an aptitude for leadership.
39,must have critical thinking skills necessary to evaluate results in order to make decisionsmust demonstrate intellectual curiosity and persistence to find answers.
39,learn quickly and explain complex data models and methodologies to a variety of audiences.
39,problem solving skills.
39,"demonstrate interest in nielsen methodologies, data collection, platforms, research processes and operationspreferred experience with data visualization tools (e.g."
39,"tableau, spotfire, quicksight)preferred experience with databricks, scala."
39,#li-usabout nielsen:nielsen n.v.
39,(nyse: nlsn) is a global performance management company that provides a comprehensive understanding of what consumers watch and buy.
39,"nielsen’s watch segment provides media and advertising clients with total audience measurement services across all devices where content — video, audio, and text — is consumed."
39,the buy segment offers consumer packaged goods manufacturers and retailers the industry’s only global view of retail performance measurement.
39,"by integrating information from its watch and buy segments and other data sources, nielsen provides its clients with both world-class measurement as well as analytics that help improve performance."
39,"nielsen, an s&p 500 company, has operations in over 100 countries that cover more than 90 percent of the world’s population."
39,"for more information, visit www.nielsen.comnielsen is committed to hiring and retaining a diverse workforce."
39,"we are proud to be an equal opportunity/affirmative action-employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class."
39,"job type: regularprimary location: oldsmar,floridasecondary locations: il - chicago, , ,travel: yes, 10% of the timenielsen - 30+ days ago - save job - report job - original jobapply nowapply on company sitesave this job"
