doc,sentence
38,"senior data steward – psjhprovidence health & services1,171 reviews-anaheim, ca 92805providence health & services1,171 reviewsread what people are saying about working here."
38,"description:providence is calling a senior data steward – psjh to providence health & services in either renton, wa or anaheim, ca.we are seeking a senior data steward – psjh to support strategic priorities of providence st joseph health data governance and data assets program."
38,"the sr data steward supports creation of policy standards and process management effort, creates tools and tracks compliance of enterprise master data management programs."
38,this position supports enterprise data governance and healthcare intelligence by expanding visibility and adoption of governed data assets resulting in reduced duplicates and elevating quality for strategic programs and operations across the psjh.
38,"sr data steward will partner at both at the department and functional levels, to define, document and operationalize data governance policies and procedures across psjh."
38,"partnering with business units to ensure policies and procedures are defined and operationalized for patient, provider, payor and supply chain domains is an essential accountability."
38,"in this position you will have the following responsibilities:create enterprise data policies, standards, and processescreate and manage tools to addresses data issues/topics relevant to psjh such as systems of record, data sourcing, master data, metadata, data governance and data quality."
38,"track adoption of the enterprise data governance policies, procedures, and standards."
38,monitors compliance of enterprise data policies across the organization to ensure high quality and available data within the organization.
38,participate in the effort to ensure that the enterprise data strategy aligns organizational structure of psjheducation psjh associates at all levels regarding the role and purpose of the enterprise data strategy.
38,"track adoption and buy-in of the enterprise data strategy from data stakeholders, management, executives and business partners from across psjh.qualifications:required qualifications for this position include:bachelor’s degree in data management, mis, strategy, policy administration, and/or other data-related or compliance fields.3 years proven experience documenting technical user requirments in a clinical/operational setting3 years experience documenting workflow and driving change management3 years participation in data governance/analtyics program6 years enterprise data warehouse and/or master data management (mdm) - functional and/or technical experiences."
38,"understanding of operational data concepts and their usageexperience writing policies and procedures and diagram workflowsunderstanding of project/program management, change management and change readiness, software development life cycle methodologies, and data qualityknowledge of master data technology initiatives and core data management strategies/best practices."
38,"knowledge of and experience with enterprise source systems and of systems that consume master & reference data, including crm, erp and data warehouse / business intelligenceexperience in dealing metadata and reference data software packages, and architecture."
38,"strong understanding of enterprise integrationhighly-motivated individual with strong analytical skills, intellectual curiosity and proven leadership skillsstrong communication, presentation, interpersonal, negotiating and influencing skillsexperience with data governance tools such as informatica axon or collibra strongly preferredabout the department you will serve."
38,providence strategic and management services provides a variety of functional and system support services for all eight regions of providence health & services from alaska to california.
38,we are focused on supporting our mission by delivering a robust foundation of services and sharing of specialized expertise.
38,"we offer a full comprehensive range of benefits - see our website for detailshttp://www.providenceiscalling.jobs/rewards-benefits/our missionas expressions of god’s healing love, witnessed through the ministry of jesus, we are steadfast in serving all, especially those who are poor and vulnerable."
38,"about usprovidence health & services is a not-for-profit catholic network of hospitals, care centers, health plans, physicians, clinics, home health care and services guided by a mission of caring the sisters of providence began over 160 years ago."
38,providence is proud to be an equal opportunity employer.
38,"providence does not discriminate on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law."
38,schedule: full-timeshift: dayjob category: information technologylocation: washington-rentonother location(s): california-anaheimreq id: 198234providence health & services - 5 days ago - save job - original jobapply nowapply on company sitesave this job
