doc,sentence
22,"data steward analystnuveen42 reviews-chicago, ilnuveen42 reviewsread what people are saying about working here."
22,job descriptioncompany overview:nuveen is the investment management arm of tiaa.
22,"it is one of the largest global asset managers with specialist knowledge across a wide array of asset classes, including fixed income, equities and alternatives."
22,"nuveen is driven not only by the independent investment processes across the firm, but also the insights, risk management, analytics and other tools and resources a truly world-class platform provides."
22,"as a global asset manager, our mission is to work in partnership with our clients to create outcome-focused solutions to help them secure their financial future."
22,for more information about the firm please visit our website at www.
22,"nuveen.composition summary:the global distribution solutions group works across sales, marketing, product, and service teams to build processes and functionality to solve key problems to help drive our business forward."
22,"the group provides strategic and tactical support with incorporating data, crm functionality, customer-based analysis and analytical insight into the distribution processes in an effort to improve our strategic and tactical approach to distribution effectiveness."
22,"we work to understand our clients across all distribution channels, and we use a creative, intelligent approach to crm to encourage adoption."
22,"key responsibilities and duties:the customer information management (cim) data steward is responsible for data quality, stewardship, and analysis of the data within our crm systems, encompassing multiple elements including financial and demographic data."
22,"additionally, the role helps to manage our external data vendor relationships to continually improve the quality, depth, and breadth of customer data in our crm ecosystem."
22,"execute data stewardship for entities across crm systemscollaborate with distribution across nuveen to revise criteria for adding, updating, and deleting entities within crmresponsible for all administrative functions within crm systems related to data accuracy and quality, including the creation and organization of users, and the maintenance of validation lists which drive workflow, reporting, and analyticsanalyze third party data and provide recommendations for integration and enrichment of existing datamanage service tickets and change requests within crm systems in accordance with governance rulesco-manage the crm enhancement release process for the cim team, including identification of future enhancements and writing business requirements."
22,collaborate with it and other internal departments as needed.
22,"conduct a quality review of entities within crm systems on a periodic basis and recommend improvements to governance and stewardship guidelinesadd and update customer entities and attributes (mass upload and manually) within our crm systems to enrich existing datasupervise internal and offshore resources maintaining and updating customer datadevelop and manage relationships with legal, operations, and third party providers to maintain data completeness and qualitydocumentation and reportingprofile and report on data completeness and qualityprovide ad hoc reporting assistancequalifications:education and/or experience: bachelor’s degree from an accredited four-year university 2-3 years previous work experience industry experience preferred previous data stewardship/governance experience preferredknowledge, skills and abilities:crm (salesforce, ms dynamics)intermediate sql or similar query languagetableau or similar bi tooladditional:ability to display independent judgment to make decisions where no clear precedents exist; adjusts plans and deliverables with the right approvals and the business goals in mind."
22,ensures that all standards are followed and controls are adequately designed and implemented.
22,"strong presentation skillsstrong analytical skillstravel: limited travel required ( < 5%)equal employment opportunity is not just the law, it’s our commitment."
22,read more about the equal employment opportunity law.
22,"if you need assistance applying due to being visually or hearing impaired, please email careers help."
22,we are an equal opportunity/affirmative action employer.
22,"we will consider all qualified applicants for employment regardless of age, race, color, national origin, sex, religion, veteran status, disability, sexual orientation, gender identity, or any other legally protected status."
22,nuveen - 30+ days ago - save job - original jobapply nowapply on company sitesave this job
