doc,sentence
21,"data steward business analystdtcc231 reviews-tampa, fldtcc231 reviewsread what people are saying about working here."
21,"assist the data steward in the management of the mbs clearing, gsd clearance, and equity clearance data information domains across the enterprise."
21,"specific responsibilities:work with the stakeholders to define business terms; define and document source(s) for each critical element; determine and document the authoritative source of data; gather, document and populate colibra with required metadata."
21,"help define applicable rules for each applicable dimension (completeness, coverage, conformity, consistency, accuracy, duplication, timeliness)."
21,assist in profiling of the data to determine the quality level of each element based on the rules while working with the stakeholders to define and document any additional quality rules based on the profiling.
21,work with the stakeholders to define and document the business rules both operational and system based as well as any existing controls.
21,work with operational and ad stakeholders to perform root cause analysis of dq issues and document root cause and potential remediation plan.
21,help coordinate the remediation plan execution and estimate any potential remediation plans.
21,"work with the data quality team, data steward and other stakeholders to establish repeatable, periodic data quality rules execution approach."
21,assist with project planning and identification of resource requirements.
21,aligns risk and control processes into day-to-day responsibilities to monitor and mitigate risk; escalates appropriately.
21,leadership competencies for this level include:accountability: demonstrates reliability by taking necessary actions to continuously meet required deadlines and goals.
21,global collaboration: applies global perspective when working within a team by being aware of own style and ensuring all relevant parties are involved in key team tasks and decisions.
21,communication: articulates information clearly and presents information effectively and confidently when working with others.
21,"influencing: convinces others by making a strong case, bringing others along to their viewpoint; maintains strong, trusting relationships while at the same time is comfortable challenging ideas."
21,"innovation and creativity: thinks boldly and out of the box, generates new ideas and processes, and confidently pursues challenges as new avenues of opportunity."
21,qualifications:possesses a thorough understanding of data managementextensive business knowledge of ficc and/or equities clearance products and services.
21,strong technical skills are preferredminimum of 8 years’ experience in financial services industry.
21,"degree in business administration, finance or similar related experienceabout dtcc:with over 40 years of experience, dtcc is the premier post-trade market infrastructure for the global financial services industry."
21,"from operating facilities and data centers around the world, dtcc automates, centralizes, and standardizes the processing of financial transactions across the trade lifecycle and mitigates risk for thousands of institutions worldwide."
21,at dtcc we value on our clients' interests and partner to deliver superior results with excellence and innovation and lead with integrity.
21,we proactively develop your potential and invest in your career.
21,dtcc - 8 days ago - save job - original jobapply nowapply on company sitesave this job
