doc,sentence
46,"data steward and data analyst, assistant vice presidentstate street1,958 reviews-boston, mastate street1,958 reviewsread what people are saying about working here."
46,"data steward and data analyst, assistant vice presidentjob descriptionthe candidate will be a member of the newly formed compliance analytics team within corporate compliance."
46,"the team provides support in the development, deployment, and documentation of tools and methods for assessing various aspects of compliance risk to state street."
46,"this includes, but is not limited to, anti-money laundering (aml), ethics and the compliance oversight program (cop)."
46,"primary responsibilities include supporting the management of data within compliance and ensuring a high level of data quality, integrity, privacy, availability, security and usability."
46,compliance data will be utilized in the development of general analytics as well as statistical models.
46,"the individual should be familiar with data governance and have a good understanding of relational databases, data flows and data lineage."
46,the role involves interactions with all business areas within state street.
46,responsibilitiesprovide data governance support to manage compliance risk across state street.
46,"support the collection and maintenance of key business metadata including data definitions; rules; lineage; data lifecycle; security; privacy; and process, organization, location and application models."
46,guide the area needs for information sourcing; provisioning; consumption; standardization; and reporting & analytics.
46,"support the resolution of data, information and processing challenges that have an adverse impact on the operational environment and/or business performance."
46,socialize the value of the data governance program including benefits for stakeholders.
46,ensure data adheres to all business and enterprise standards.
46,"continually assess opportunities for data quality improvement, while identifying issues, root causes and remedies."
46,"qualificationsexperience working in a team-oriented, collaborative environment."
46,strong interpersonal and communication skills.
46,ability to extract and upload data effectively.
46,"strong understanding of data governance and management concepts, policies and practices."
46,"ability to create and understand data models, taxonomy and a deep appreciation of data standards and data quality."
46,"experience working with a variety of information systems and data files, including large and complex files: analyzing file structure, creation of databases, utilizing query tools for data mining, using and creating file layouts and transforming raw data into finished products."
46,strong self-motivational skills with ability to drive results.
46,"ba/bs in computer science/business/mis.knowledge of a statistical or analytical modeling language such as sas, sql or r; sas certification is considered a plus.5+ years’ of experience within financial services."
46,state street - 3 days ago - save job - report job - original jobapply nowapply on company sitesave this job
