doc,sentence
20,"steward - casino datalas vegas sands corp.42 reviews-las vegas, nvlas vegas sands corp.42 reviewsread what people are saying about working here."
20,"position overview:the primary responsibility of the steward – casino data is to develop metrics, visualizations & reporting to determine best practices and recommend data-driven strategy related to various marketing and operations initiatives."
20,"all duties are to be performed in accordance with departmental and the venetian | the palazzo casino resort’s policies, practices, and procedures."
20,essential duties & responsibilities:business intelligence reports & dashboards:create reports and dashboards to standardize and automate metrics to be shared with corporate marketing peers and property counterparts.
20,work with various business units and it to determine specific needs and implement those needs into various analyses.
20,work with the business to identify pertinent data within existing sources and conduct in-depth audits to ensure their accuracy.
20,working with the business and it in identifying and providing access to new & external data sources that enhance reporting and analytics.
20,"developing automated, and in some cases real-time, marketing reports and dashboards that help marketers focus on what is important or what are outliers that require action."
20,deriving insight from the analytics and communicate insight narratives to senior leadership and peers.
20,training and coaching property counterparts in the full use of the bi tools to maximize its benefit.
20,"maintain a constant pulse on new features within the various bi tools, communicate these features to relevant team members, and enhance our reporting capabilities when applicable."
20,"marketing strategy & financials:create metrics and reporting to better understand direct marketing strategies, guide the team to achieve maximum response rates at optimal reinvestment rates, and to drive engagement and wallet share."
20,working with marketing and operations business units to incorporate insights into actionable information and reporting.
20,monitoring results of business initiatives to develop best practices and improvement action plans.
20,consistent and regular attendance is an essential function of this job.
20,performs other related duties as assigned.
20,additional duties & responsibilities:company standards of conductall venetian | palazzo team members are expected to conduct and carry themselves in a professional manner at all times.
20,"team members are required to observe the company’s standards, work requirements and rules of conduct."
20,team members are expected to behave in a manner that supports a harmonious work environment to help us deliver unmatched service to our guests and customers.
20,additional duties & responsibilities:additional duties & responsibilities:minimum qualifications:21 years of age.
20,proof of authorization/eligibility to work in the united states.
20,"bachelor’s degree in finance, economics, business, or similar fields is required; master’s degree preferredmust be able to obtain and maintain a nevada gaming control board registration and any other certification or license, as required by law or policy.2+ years’ experience with producing metrics and analytics is required; preferred experience in the gaming, travel & entertainment industries or marketing is preferred."
20,"demonstrable experience with data visualization, reporting & dashboarding tools such as tibco spotfire, sas bi, tableau, cognos and/or qlikview is preferred."
20,"demonstrable experience with advanced analytic and programming tools such as python, r, sas & matlab is preferred."
20,"experience with deriving insight from the analytics, and crafting and communicating the insight narrative to senior leadership and peers is preferred."
20,understanding of the casino customer experience as well as innovative loyalty techniques is preferred.
20,"must manage multiple projects and competing deadlines, and be very detail-oriented and organized."
20,"must impact the multiple properties and work across multiple departments, as well as with third parties and guests."
20,"ability to communicate clearly and effectively in english, both in spoken and written form."
20,strong interpersonal skills with the ability to communicate effectively with guests and other team members of different backgrounds and levels of experience.
20,"must be able to work varied shifts, including nights, weekends and holidays."
20,"physical requirements:must be able to:lift or carry 20 pounds, unassisted, in the performance of specific tasks, as assigned."
20,physically access all areas of the property and drive areas with or without a reasonable accommodation.
20,maintain composure under pressure and consistently meet deadlines with internal and external customers and contacts.
20,"ability to interact appropriately and effectively with guests, management, other team members, and outside contacts."
20,"ability for prolonged periods of time to walk, stand, stretch, bend and kneel."
20,work in a fast-paced and busy environment.
20,"work indoors and be exposed to various environmental factors such as, but not limited to, crt, noise, dust, and cigarette smoke."
20,las vegas sands corp. - 30+ days ago - save job - original jobapply nowapply on company sitesave this job
