word,n
bank,7
west,7
business,6
customer,6
policies,5
assigned,4
banking,4
compliance,4
job,4
line,4
procedures,4
related,4
1st,3
defense,3
employment,3
equal,3
management,3
opportunity,3
practices,3
requirements,3
risk,3
team,3
assist,2
assists,2
bank's,2
banks,2
documentation,2
duties,2
employer,2
financial,2
industry,2
issues,2
laws,2
optimistic,2
process,2
regulations,2
regulatory,2
spirit,2
support,2
unit,2
000,1
1,1
10,1
135,1
2nd,1
6,1
acceptance,1
account,1
accounts,1
action,1
activities,1
acts,1
affected,1
affirmative,1
alerts,1
align,1
applicable,1
applicants,1
appropriatechanges,1
arising,1
asrequested,1
audit,1
bnp,1
bnpprequirements,1
boarding,1
branch,1
branches,1
chance,1
changing,1
closure,1
collect,1
commercial,1
committee,1
communication,1
company,1
compliancerequirements,1
continuous,1
corporate,1
create,1
creative,1
criminal,1
culture,1
current,1
customers,1
department,1
description,1
developing,1
disabled,1
dispositioning,1
diverse,1
diversity,1
drives,1
embody,1
employees,1
encourages,1
engaged,1
enhancements,1
ensure,1
ensures,1
ensuring,1
enthusiastic,1
entrepreneurial,1
environment,1
escalate,1
escalation,1
essential,1
established,1
european,1
evidence,1
excellence,1
facilitates,1
fair,1
federal,1
female,1
finance,1
fosters,1
framework,1
francisco,1
functions,1
gathering,1
global,1
histories,1
history,1
identify,1
implemented,1
implements,1
inquiries,1
institutions,1
integratedoperational,1
internally,1
knowledge,1
knowledgeable,1
kyc,1
law,1
leader,1
level,1
lines,1
maintaining,1
maintains,1
minority,1
modern,1
national,1
network,1
newcustomer,1
offer,1
offers,1
operation,1
operational,1
operations,1
opportunities,1
ordinance,1
paribas,1
partners,1
performs,1
policy,1
preparation,1
program,1
protected,1
proud,1
provide,1
pursuant,1
qualified,1
questions,1
reflect,1
regard,1
report,1
required,1
resource,1
respects,1
respond,1
responsible,1
retail,1
rewards,1
risks,1
san,1
seek,1
seekers,1
services,1
serving,1
set,1
sets,1
stability,1
status,1
straightforward,1
strongest,1
subject,1
success,1
summary,1
supportive,1
supports,1
systems,1
tasks,1
thinking,1
types,1
values,1
veteran,1
vital,1
wealth,1
western,1
world,1
yourcustomer,1
